batch,index,path,track,lines,severity,tags,action,optimization_impact,finding,recommendation,validation
3,283,SourcePackages/checkouts/SwiftSoup/Sources/BooleanAttribute.swift,C-dependency,26,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,284,SourcePackages/checkouts/SwiftSoup/Sources/CharacterExt.swift,C-dependency,80,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,285,SourcePackages/checkouts/SwiftSoup/Sources/CharacterReader.swift,C-dependency,638,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,286,SourcePackages/checkouts/SwiftSoup/Sources/Cleaner.swift,C-dependency,153,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,287,SourcePackages/checkouts/SwiftSoup/Sources/Collector.swift,C-dependency,59,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,288,SourcePackages/checkouts/SwiftSoup/Sources/CombiningEvaluator.swift,C-dependency,81,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,289,SourcePackages/checkouts/SwiftSoup/Sources/Comment.swift,C-dependency,82,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,290,SourcePackages/checkouts/SwiftSoup/Sources/CssSelector.swift,C-dependency,166,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,291,SourcePackages/checkouts/SwiftSoup/Sources/DataNode.swift,C-dependency,103,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,292,SourcePackages/checkouts/SwiftSoup/Sources/Document.swift,C-dependency,598,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,293,SourcePackages/checkouts/SwiftSoup/Sources/DocumentType.swift,C-dependency,137,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,294,SourcePackages/checkouts/SwiftSoup/Sources/Element.swift,C-dependency,1751,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,295,SourcePackages/checkouts/SwiftSoup/Sources/Elements.swift,C-dependency,735,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,296,SourcePackages/checkouts/SwiftSoup/Sources/Entities.swift,C-dependency,432,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,297,SourcePackages/checkouts/SwiftSoup/Sources/Evaluator.swift,C-dependency,718,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,298,SourcePackages/checkouts/SwiftSoup/Sources/Exception.swift,C-dependency,21,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,299,SourcePackages/checkouts/SwiftSoup/Sources/FormElement.swift,C-dependency,145,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,300,SourcePackages/checkouts/SwiftSoup/Sources/HtmlTreeBuilder.swift,C-dependency,835,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,301,SourcePackages/checkouts/SwiftSoup/Sources/HtmlTreeBuilderState.swift,C-dependency,1582,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,302,SourcePackages/checkouts/SwiftSoup/Sources/Mutex.swift,C-dependency,97,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,303,SourcePackages/checkouts/SwiftSoup/Sources/Node.swift,C-dependency,969,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,304,SourcePackages/checkouts/SwiftSoup/Sources/NodeTraversor.swift,C-dependency,50,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,305,SourcePackages/checkouts/SwiftSoup/Sources/NodeVisitor.swift,C-dependency,35,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,306,SourcePackages/checkouts/SwiftSoup/Sources/OrderedSet.swift,C-dependency,452,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,307,SourcePackages/checkouts/SwiftSoup/Sources/ParseError.swift,C-dependency,41,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,308,SourcePackages/checkouts/SwiftSoup/Sources/ParseErrorList.swift,C-dependency,51,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,309,SourcePackages/checkouts/SwiftSoup/Sources/ParseSettings.swift,C-dependency,64,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,310,SourcePackages/checkouts/SwiftSoup/Sources/Parser.swift,C-dependency,235,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,311,SourcePackages/checkouts/SwiftSoup/Sources/ParsingStrings.swift,C-dependency,225,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,312,SourcePackages/checkouts/SwiftSoup/Sources/Pattern.swift,C-dependency,83,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,313,SourcePackages/checkouts/SwiftSoup/Sources/QueryParser.swift,C-dependency,390,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,314,SourcePackages/checkouts/SwiftSoup/Sources/QueryParserCache.swift,C-dependency,145,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,315,SourcePackages/checkouts/SwiftSoup/Sources/StreamReader.swift,C-dependency,88,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,316,SourcePackages/checkouts/SwiftSoup/Sources/String.swift,C-dependency,541,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,317,SourcePackages/checkouts/SwiftSoup/Sources/StringBuilder.swift,C-dependency,282,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,318,SourcePackages/checkouts/SwiftSoup/Sources/StringUtil.swift,C-dependency,334,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,319,SourcePackages/checkouts/SwiftSoup/Sources/StructuralEvaluator.swift,C-dependency,173,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,320,SourcePackages/checkouts/SwiftSoup/Sources/SwiftSoup.swift,C-dependency,275,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,321,SourcePackages/checkouts/SwiftSoup/Sources/Tag.swift,C-dependency,370,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,322,SourcePackages/checkouts/SwiftSoup/Sources/TextNode.swift,C-dependency,260,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,323,SourcePackages/checkouts/SwiftSoup/Sources/Token.swift,C-dependency,464,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,324,SourcePackages/checkouts/SwiftSoup/Sources/TokenQueue.swift,C-dependency,436,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,325,SourcePackages/checkouts/SwiftSoup/Sources/Tokeniser.swift,C-dependency,320,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,326,SourcePackages/checkouts/SwiftSoup/Sources/TokeniserState.swift,C-dependency,1657,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,327,SourcePackages/checkouts/SwiftSoup/Sources/TreeBuilder.swift,C-dependency,142,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,328,SourcePackages/checkouts/SwiftSoup/Sources/UTF8Arrays.swift,C-dependency,225,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,329,SourcePackages/checkouts/SwiftSoup/Sources/UnicodeScalar.swift,C-dependency,66,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,330,SourcePackages/checkouts/SwiftSoup/Sources/Validate.swift,C-dependency,140,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,331,SourcePackages/checkouts/SwiftSoup/Sources/Whitelist.swift,C-dependency,657,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,332,SourcePackages/checkouts/SwiftSoup/Sources/XmlDeclaration.swift,C-dependency,84,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,333,SourcePackages/checkouts/SwiftSoup/Sources/XmlTreeBuilder.swift,C-dependency,156,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,334,SourcePackages/checkouts/SwiftSoup/Tests-macOS/ParserBenchmark.swift,C-dependency,118,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,335,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/AttributeParseTest.swift,C-dependency,96,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,336,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/AttributeTest.swift,C-dependency,39,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,337,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/AttributesTest.swift,C-dependency,79,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,338,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/BuildEntities.swift,C-dependency,20,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,339,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/CharacterReaderTest.swift,C-dependency,317,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,340,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/CleanerTest.swift,C-dependency,296,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,341,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/CssTest.swift,C-dependency,301,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,342,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/DocumentTest.swift,C-dependency,474,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,343,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/DocumentTypeTest.swift,C-dependency,41,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,344,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/ElementTest.swift,C-dependency,997,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,345,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/ElementsTest.swift,C-dependency,314,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,346,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/EntitiesTest.swift,C-dependency,144,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,347,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/FormElementTest.swift,C-dependency,150,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,348,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/HtmlParserTest.swift,C-dependency,630,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,349,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/NodeTest.swift,C-dependency,371,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,350,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/NodeTraversorTest.swift,C-dependency,86,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,351,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/ParseSettingsTest.swift,C-dependency,31,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,352,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/QueryParserCacheTest.swift,C-dependency,35,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,353,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/QueryParserTest.swift,C-dependency,55,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,354,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/SelectorTest.swift,C-dependency,694,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,355,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/StringUtilTest.swift,C-dependency,122,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,356,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/TagTest.swift,C-dependency,71,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,357,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/TextNodeTest.swift,C-dependency,76,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,358,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/TextUtil.swift,C-dependency,42,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,359,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/TokenQueueTest.swift,C-dependency,65,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,360,SourcePackages/checkouts/SwiftSoup/Tests/SwiftSoupTests/XmlTreeBuilderTest.swift,C-dependency,169,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,361,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/BaseConfiguration.swift,C-dependency,190,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,362,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Bert.swift,C-dependency,332,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,363,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Configuration.swift,C-dependency,101,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,364,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/EmbeddingModel.swift,C-dependency,126,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,365,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Load.swift,C-dependency,228,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,366,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Models.swift,C-dependency,209,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,367,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/NomicBert.swift,C-dependency,526,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,368,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Pooling.swift,C-dependency,171,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
3,369,SourcePackages/checkouts/mlx-swift-lm/Libraries/Embedders/Qwen3.swift,C-dependency,281,Low,dependency-watch,dependency-watch,Low,Dependency source reviewed as vendor-owned; no app-actionable finding recorded unless surfaced separately.,Track upstream version/deprecation state; avoid local vendored edits unless app-blocking.,Build College scheme; run relevant tests/smoke path.
